Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
202084536,Chloe,Mila,Flores,Female,2005-04-17,United States,United States,(294) 648-9358,chloe.flores61@gmail.com,"2720 Lake Avenue, Apt 129",New York,GA,31469,Massachusetts Institute of Technology,2.89,2.37,109,5,5,"DATA201, ML502, ML502, CS201, ML502",18,"Machine Learning, Cybersecurity, R, Python, Deep Learning, Java, JavaScript, TensorFlow","Teamwork, Time Management, Critical Thinking, Leadership, Problem-solving","Artificial Intelligence, Machine Learning",Software Engineer,"Sports, Hiking, Reading, Photography, Music",Kinesthetic,Alone,Evening,"NLP, None, Machine Learning, Computer Vision"
202047570,Jaxon,Mia,Hughes,Male,2002-08-19,United States,United States,(649) 282-3436,jaxon.hughes39@gmail.com,"6369 Lake Lane, Apt 150",Austin,FL,76968,University of Washington,3.09,2.41; 3.13; 2.3; 2.74,67,62,3,"DATA201, CS101, AI501",11,"Deep Learning, Cybersecurity, Java, JavaScript, Docker, Pandas, SQL, Machine Learning, PyTorch","Time Management, Teamwork, Leadership, Problem-solving, Communication","Cybersecurity, Machine Learning, Data Science, None","Cybersecurity Analyst, AI Researcher","Reading, Hiking, Sports",Kinesthetic,One-on-one,Evening,"NLP, AI, Cybersecurity, Computer Vision"
202572805,Gianna,Robert,Carter,Female,2003-08-12,United States,United States,(645) 588-8024,gianna.carter66@gmail.com,"1866 Lake Boulevard, Apt 159",Denver,FL,41438,University of Texas at Austin,3.96,2.09; 2.4; 2.56; 3.62; 2.42; 3.63,76,37,6,"CS201, ECON101, DATA201, DS401, CS101, BIO202",20,"Docker, Python, Machine Learning, Cybersecurity, PyTorch","Problem-solving, Teamwork, Leadership, Critical Thinking","Data Science, NLP","Cybersecurity Analyst, Data Scientist, ML Engineer, Software Engineer","Gaming, Music, Photography, Reading",Auditory,Small group,Afternoon,NLP
202509968,Amelia,Mason,Cox,Female,2002-11-27,United States,United States,(802) 248-6104,amelia.cox94@gmail.com,"4926 Park Boulevard, Apt 13",Seattle,NY,78634,University of California--San Diego,3.48,2.28; 2.01; 3.01,120,0,6,"CS101, DATA201, PSY101, CYBER301, CYBER301, PHYS101",20,"C++, R, Cybersecurity, AWS, PyTorch, SQL, Git, Deep Learning, TensorFlow","Problem-solving, Time Management, Teamwork","Computer Vision, Machine Learning, NLP","Software Engineer, Cybersecurity Analyst, AI Researcher","Reading, Gaming, Photography, Cooking, Sports",Visual,Small group,Evening,"Computer Vision, AI, NLP, Cybersecurity, Data Science"
202318444,Isla,Riley,Collins,Female,2001-07-02,United States,United States,(427) 855-1398,isla.collins68@gmail.com,"4551 Lake Avenue, Apt 50",Denver,WA,80672,Carnegie Mellon University,2.94,2.92; 3.47; 2.27; 2.12; 2.2,32,94,3,"CYBER301, AI501, ECON101",11,"Pandas, AWS, Python, Cybersecurity, JavaScript, Docker","Critical Thinking, Communication, Leadership, Problem-solving",,"Cybersecurity Analyst, ML Engineer","Sports, Reading",Kinesthetic,One-on-one,Late night,"Computer Vision, AI, Machine Learning, Data Science, None"
202348182,Wyatt,Anthony,Thomas,Male,2004-10-17,United States,United States,(652) 659-5821,wyatt.thomas53@gmail.com,"6452 Pine Road, Apt 124",Boston,FL,35741,University of Michigan--Ann Arbor,3.72,3.95; 2.32; 2.45,24,97,6,"CS101, MATH101, PHYS101, PHYS101, CS201, ML502",22,"C++, Java, TensorFlow, Machine Learning, Docker, AWS","Problem-solving, Communication, Leadership, Critical Thinking, Time Management","Machine Learning, Cybersecurity","ML Engineer, Cybersecurity Analyst, Data Scientist","Gaming, Cooking, Photography, Reading, Hiking",Auditory,Small group,Late night,"NLP, Cybersecurity, AI, Data Science"
202237665,Sebastian,Beau,Jimenez,Male,2002-03-03,United States,United States,(569) 611-7110,sebastian.jimenez64@gmail.com,3830 Lake Avenue,Atlanta,IL,97938,Johns Hopkins University,3.21,3.98,49,67,6,"BIO202, CS101, CS101, PSY101, CYBER301, ECON101",21,"PyTorch, AWS, Python, Deep Learning, SQL","Problem-solving, Teamwork, Communication, Critical Thinking",Data Science,"Cybersecurity Analyst, Data Scientist","Reading, Hiking, Music, Photography",Visual,Alone,Afternoon,"Data Science, Cybersecurity, None, AI"
202312597,Abigail,Everett,Cox,Female,2001-12-09,United States,United States,(977) 866-3560,abigail.cox1@gmail.com,"204 Main Lane, Apt 28",Denver,WA,97294,Stanford University,3.31,2.62; 3.89,78,33,3,"ECON101, CYBER301, ML502",11,"R, C++, Pandas, Deep Learning, Cybersecurity, AWS, TensorFlow, Docker","Teamwork, Problem-solving, Leadership, Critical Thinking",,"Cybersecurity Analyst, AI Researcher, Data Scientist, Software Engineer","Hiking, Music",Visual,Online,Morning,None
202083395,Luna,Christopher,Bennett,Female,2001-01-04,United States,United States,(283) 621-1243,luna.bennett21@gmail.com,"2505 Maple Street, Apt 6",Boston,TX,29358,Johns Hopkins University,3.96,3.82; 2.51; 2.62,93,30,5,"BIO202, DS401, CS101, AI501, ML502",19,"R, Pandas, TensorFlow, Cybersecurity, JavaScript, AWS, Machine Learning","Communication, Critical Thinking, Problem-solving, Leadership, Teamwork, Time Management","NLP, Artificial Intelligence","AI Researcher, Data Scientist, ML Engineer","Photography, Gaming, Reading",Visual,Online,Evening,"AI, Computer Vision"
202534705,Beau,Gabriel,Cox,Male,2006-02-19,United States,United States,(416) 877-5846,beau.cox14@gmail.com,"4675 Elm Drive, Apt 199",Houston,FL,29068,University of Michigan--Ann Arbor,3.31,2.69; 2.91,124,1,5,"CS101, EE301, ML502, PSY101, MATH101",19,"Machine Learning, Python, Git, Docker, PyTorch, Java, Deep Learning","Time Management, Critical Thinking, Problem-solving","Cybersecurity, None, Machine Learning, Computer Vision","Software Engineer, Cybersecurity Analyst","Gaming, Reading, Photography, Cooking",Reading/Writing,One-on-one,Evening,"Data Science, AI, Machine Learning, Cybersecurity, None"
202539085,Liam,Rowan,Chavez,Male,2006-04-08,United States,United States,(990) 220-7789,liam.chavez84@gmail.com,"9336 Hill Lane, Apt 23",Atlanta,MA,39962,Cornell University,2.75,3.78; 2.7,44,86,4,"DATA201, PHYS101, CS101, AI501",14,"Java, Pandas, JavaScript, TensorFlow","Time Management, Communication, Leadership, Problem-solving, Critical Thinking","NLP, None, Cybersecurity, Computer Vision",Cybersecurity Analyst,"Hiking, Photography, Reading",Auditory,Small group,Morning,None
202424321,Mason,Emma,Flores,Male,2002-09-16,United States,United States,(383) 461-4312,mason.flores17@gmail.com,"1650 Lake Street, Apt 82",Boston,GA,82564,Georgia Institute of Technology,3.16,3.53,131,0,6,"CS201, ML502, MATH101, BIO202, DS401, DATA201",21,"R, Docker, C++, Python, Deep Learning, TensorFlow","Communication, Problem-solving, Teamwork","Computer Vision, None, Machine Learning","ML Engineer, Cybersecurity Analyst, Data Scientist, AI Researcher","Hiking, Photography, Gaming",Reading/Writing,Small group,Late night,"None, AI, NLP, Cybersecurity, Machine Learning"
202074693,Violet,Luca,Gray,Female,2003-07-09,United States,United States,(881) 418-5894,violet.gray64@gmail.com,8405 Maple Boulevard,Atlanta,TX,62398,University of California--San Diego,3.67,3.21; 2.2; 3.61; 2.7; 2.63,95,20,6,"MATH101, EE301, BIO202, PSY101, CS201, DS401",19,"Cybersecurity, Git, Java, TensorFlow, Deep Learning","Problem-solving, Critical Thinking, Communication",,"Software Engineer, ML Engineer","Photography, Reading",Auditory,Online,Late night,"Computer Vision, NLP, None"
202178891,Maria,Violet,Bennett,Female,2006-03-16,United States,United States,(947) 769-8662,maria.bennett82@gmail.com,1024 Main Road,Seattle,FL,77205,University of Wisconsin--Madison,3.83,None,122,0,3,"CS101, DS401, ML502",11,"Cybersecurity, Deep Learning, PyTorch, C++, Docker, SQL, Git","Leadership, Problem-solving, Time Management, Critical Thinking",Artificial Intelligence,AI Researcher,"Hiking, Sports, Gaming",Reading/Writing,Small group,Morning,"Cybersecurity, Data Science, NLP, Machine Learning"
202366555,Dylan,Savannah,Hill,Male,2004-01-02,United States,United States,(290) 861-2942,dylan.hill4@gmail.com,"1984 Hill Drive, Apt 145",Boston,WA,98936,Johns Hopkins University,3.28,3.53; 2.77; 3.27; 3.34; 3.11; 2.01,51,74,6,"DS401, PSY101, ECON101, DS401, CS201, DS401",20,"Java, PyTorch, AWS, Git","Leadership, Teamwork, Problem-solving, Critical Thinking, Time Management, Communication","None, NLP","Cybersecurity Analyst, ML Engineer, Software Engineer","Music, Photography, Hiking, Cooking, Reading, Sports",Kinesthetic,Alone,Evening,"Cybersecurity, AI"
202057163,Liam,Ezekiel,Gomez,Male,2005-03-04,United States,United States,(826) 504-7983,liam.gomez98@gmail.com,"5706 Park Boulevard, Apt 178",Austin,WA,64952,Georgia Institute of Technology,3.74,3.54; 3.86; 2.73; 2.92; 2.39; 2.28,137,0,5,"PHYS101, AI501, PHYS101, CS101, DS401",16,"C++, Java, SQL, Pandas, Docker, Python, Git, Deep Learning","Communication, Leadership, Problem-solving, Teamwork, Critical Thinking, Time Management",None,"Data Scientist, Software Engineer, ML Engineer","Reading, Hiking, Music, Gaming, Sports, Photography",Visual,Online,Morning,"None, AI, Data Science"
202440602,Henry,Luna,Gomez,Male,2005-06-16,United States,United States,(270) 352-3450,henry.gomez78@gmail.com,"9994 Main Avenue, Apt 111",New York,WA,85521,Princeton University,2.4,None,45,79,6,"BIO202, DS401, PSY101, CS101, MATH101, CS201",22,"Cybersecurity, AWS, JavaScript, Python, Deep Learning, Docker, PyTorch, SQL, R","Problem-solving, Time Management, Leadership, Critical Thinking, Teamwork, Communication","Computer Vision, Data Science","ML Engineer, Cybersecurity Analyst, Software Engineer, Data Scientist","Cooking, Gaming, Hiking, Reading",Visual,Online,Morning,"Cybersecurity, Data Science, None"
202110973,Charlotte,David,Harris,Female,2003-06-05,United States,United States,(582) 783-7689,charlotte.harris82@gmail.com,6402 Park Way,Los Angeles,WA,60050,University of Wisconsin--Madison,3.06,3.04; 2.13; 2.04; 2.32; 3.07,90,32,5,"CYBER301, BIO202, ECON101, MATH101, ML502",17,"Docker, AWS, Java, JavaScript","Critical Thinking, Time Management, Teamwork","Artificial Intelligence, Computer Vision",Data Scientist,"Photography, Cooking, Reading, Hiking, Gaming",Reading/Writing,Alone,Evening,"Computer Vision, Cybersecurity, None, NLP"
202305662,Jonathan,Adam,Mendoza,Male,2001-09-23,United States,United States,(515) 282-8027,jonathan.mendoza82@gmail.com,5483 Oak Lane,Miami,MA,30409,Carnegie Mellon University,3.14,3.77; 4.0; 3.41; 3.95,56,67,3,"DATA201, ECON101, DATA201",10,"Deep Learning, Pandas, Git, Java, Cybersecurity, Docker","Critical Thinking, Leadership, Communication, Teamwork, Problem-solving, Time Management","Artificial Intelligence, Computer Vision, None","ML Engineer, AI Researcher, Cybersecurity Analyst","Sports, Hiking, Reading",Kinesthetic,Online,Late night,"Computer Vision, Cybersecurity, Data Science, Machine Learning, NLP"
202010509,Elijah,Waylon,Davis,Male,2001-12-09,United States,United States,(339) 613-4807,elijah.davis28@gmail.com,"6088 Oak Drive, Apt 134",Los Angeles,GA,55553,University of Pennsylvania,3.3,2.87; 3.55; 3.37; 3.22,134,0,5,"PSY101, CYBER301, EE301, PSY101, AI501",16,"Cybersecurity, TensorFlow, C++, Machine Learning, Docker","Critical Thinking, Problem-solving, Teamwork, Communication, Leadership, Time Management",Data Science,"Data Scientist, AI Researcher","Sports, Gaming, Photography, Cooking",Auditory,Alone,Afternoon,"Computer Vision, AI, None, NLP, Machine Learning"
202231069,Ruby,Sophia,Cox,Female,2002-02-13,United States,United States,(350) 485-4845,ruby.cox33@gmail.com,"6172 Oak Avenue, Apt 160",Seattle,FL,30590,Johns Hopkins University,3.84,2.94,18,108,4,"BIO202, EE301, CYBER301, CS201",14,"C++, Java, Pandas, JavaScript, TensorFlow, R, Docker, Git","Problem-solving, Leadership, Teamwork, Time Management, Critical Thinking",Cybersecurity,Software Engineer,"Hiking, Sports, Photography, Cooking, Music",Visual,One-on-one,Afternoon,"Cybersecurity, AI, Data Science, Machine Learning, None"
202150581,Chloe,Dominic,Patel,Female,2006-11-07,United States,United States,(973) 407-2354,chloe.patel53@gmail.com,"7320 Pine Lane, Apt 49",New York,IL,30608,Cornell University,3.37,3.74; 3.9,70,52,3,"AI501, ML502, PSY101",10,"R, Deep Learning, Python, Java, Pandas, Cybersecurity","Leadership, Problem-solving, Teamwork, Time Management","None, Artificial Intelligence","Cybersecurity Analyst, ML Engineer, Data Scientist","Photography, Hiking, Cooking, Music, Reading",Reading/Writing,Alone,Afternoon,"NLP, None, Computer Vision, Data Science"
202177243,Ryan,Lucas,Ruiz,Male,2003-10-14,United States,United States,(356) 212-9874,ryan.ruiz85@gmail.com,8388 Pine Lane,Chicago,TX,95815,Columbia University,3.63,3.97,114,6,6,"AI501, EE301, MATH101, PHYS101, CYBER301, PHYS101",21,"Machine Learning, SQL, Cybersecurity, Git","Critical Thinking, Communication, Leadership, Time Management, Problem-solving",,"ML Engineer, Software Engineer","Reading, Cooking, Music, Photography, Sports",Reading/Writing,Small group,Evening,"AI, None, Data Science"
202331327,Christian,Cora,Martin,Male,2002-08-01,United States,United States,(841) 235-7280,christian.martin79@gmail.com,"1256 Sunset Avenue, Apt 150",New York,MA,34319,University of Washington,3.12,3.4; 3.59,42,69,4,"ML502, BIO202, ML502, CS201",15,"Java, C++, JavaScript, R, Deep Learning","Critical Thinking, Time Management, Problem-solving",,Software Engineer,"Music, Reading",Kinesthetic,Small group,Afternoon,"AI, Machine Learning, Data Science, None"
202048923,Josephine,Madelyn,Cook,Female,2003-12-06,United States,United States,(989) 805-8683,josephine.cook73@gmail.com,4556 Cedar Way,Los Angeles,FL,32778,Northwestern University,3.03,3.43; 2.99; 2.99; 2.83; 3.73; 3.56,72,40,3,"PSY101, CS201, PSY101",10,"R, Machine Learning, Git, AWS, SQL, C++","Time Management, Teamwork, Critical Thinking",,"AI Researcher, Cybersecurity Analyst, Software Engineer, ML Engineer","Reading, Photography, Gaming",Reading/Writing,One-on-one,Late night,"Data Science, AI, Machine Learning"
202010154,Alexander,Hailey,Ramirez,Male,2002-06-29,United States,United States,(788) 552-4690,alexander.ramirez13@gmail.com,"1282 Park Lane, Apt 30",New York,MA,33295,Princeton University,3.5,2.28; 3.71; 3.05; 3.1; 3.75; 3.07,57,53,6,"ML502, DS401, CS201, ML502, DS401, EE301",20,"Python, Deep Learning, Java","Time Management, Leadership, Communication, Teamwork, Problem-solving, Critical Thinking",Machine Learning,"ML Engineer, Software Engineer","Gaming, Hiking",Reading/Writing,Alone,Afternoon,None
202380024,Jameson,Jose,Smith,Male,2004-02-10,United States,United States,(227) 314-7590,jameson.smith91@gmail.com,6459 Hill Boulevard,Denver,CA,71004,Harvard University,3.14,2.31; 3.27; 2.56,27,101,3,"MATH101, CS101, ECON101",9,"Git, C++, R, Java","Communication, Time Management, Critical Thinking","Artificial Intelligence, Data Science, Machine Learning",AI Researcher,"Photography, Hiking",Kinesthetic,Alone,Afternoon,"Computer Vision, Machine Learning"
202210357,Robert,Charlotte,Cruz,Male,2001-08-14,United States,United States,(426) 819-2657,robert.cruz76@gmail.com,"9709 Pine Road, Apt 1",Boston,NY,93587,University of Pennsylvania,3.73,3.13; 3.36,121,0,4,"PHYS101, PSY101, CYBER301, MATH101",15,"Deep Learning, AWS, Python, Pandas, Machine Learning","Time Management, Communication, Teamwork","Machine Learning, NLP, Data Science","AI Researcher, Software Engineer, Cybersecurity Analyst, Data Scientist","Cooking, Gaming, Reading, Sports, Hiking",Kinesthetic,Alone,Morning,"NLP, Cybersecurity"
202117536,Eloise,Hunter,Rogers,Female,2004-04-04,United States,United States,(698) 984-6718,eloise.rogers5@gmail.com,6465 Elm Drive,Los Angeles,NY,94620,University of Texas at Austin,3.86,None,50,66,4,"CS101, ECON101, DATA201, ECON101",13,"R, Java, Pandas, TensorFlow, C++, Git","Problem-solving, Communication, Teamwork, Leadership, Time Management, Critical Thinking","NLP, Machine Learning, None","Data Scientist, Cybersecurity Analyst, ML Engineer","Cooking, Hiking, Photography, Music, Reading",Visual,Small group,Morning,"None, NLP, Data Science"
202019361,James,Nolan,Roberts,Male,2004-10-22,United States,United States,(636) 936-6735,james.roberts40@gmail.com,"3827 Elm Boulevard, Apt 97",Los Angeles,MA,48203,University of Illinois Urbana-Champaign,3.63,3.93; 3.72; 2.94; 3.37; 3.16,127,0,5,"ML502, ML502, EE301, AI501, ML502",16,"JavaScript, R, Git, SQL, C++, Docker","Time Management, Communication, Leadership, Problem-solving",,ML Engineer,"Cooking, Photography",Auditory,One-on-one,Evening,Computer Vision
202266973,Julian,Gabriella,Parker,Male,2004-05-02,United States,United States,(960) 295-8374,julian.parker54@gmail.com,"7340 Main Avenue, Apt 51",New York,GA,48745,University of Illinois Urbana-Champaign,2.49,None,124,0,4,"DATA201, CS201, CYBER301, MATH101",13,"C++, AWS, Python, TensorFlow","Communication, Teamwork, Problem-solving, Leadership, Critical Thinking",,Cybersecurity Analyst,"Music, Cooking, Reading",Kinesthetic,One-on-one,Afternoon,"AI, Data Science, Machine Learning, NLP, None"
202373484,Quinn,Brooklyn,Wilson,Female,2002-11-02,United States,United States,(679) 215-3795,quinn.wilson66@gmail.com,"9685 Sunset Drive, Apt 170",Denver,NY,27906,Massachusetts Institute of Technology,3.68,3.68; 2.77; 2.77; 3.44; 3.67; 4.0,111,7,6,"CS101, DS401, CYBER301, DS401, PSY101, CS201",20,"Java, Python, C++, AWS, R, PyTorch","Communication, Leadership, Time Management","NLP, Cybersecurity","Software Engineer, Data Scientist","Hiking, Photography, Cooking",Reading/Writing,One-on-one,Morning,"None, AI, NLP, Computer Vision, Machine Learning"
202036704,Ryan,Lincoln,Cox,Male,2001-06-24,United States,United States,(816) 562-8946,ryan.cox38@gmail.com,"5651 Cedar Street, Apt 111",Houston,CA,97915,University of Wisconsin--Madison,3.22,2.11; 3.12; 3.05; 2.04; 3.48; 3.27,133,0,4,"ML502, DATA201, CYBER301, DS401",14,"SQL, R, Pandas, Cybersecurity, Python, Git, Java, Machine Learning, AWS","Problem-solving, Critical Thinking, Leadership, Communication, Time Management, Teamwork",,"AI Researcher, Cybersecurity Analyst, Data Scientist","Cooking, Sports, Photography, Music, Hiking",Auditory,Online,Afternoon,"Machine Learning, None, Data Science, Computer Vision"
